Student_ID,College,College_Tier,Department,CGPA,Gender,Program_Type,Attendance_%,Sessions_Attended,Sessions_Missed,Weekly_Consistency_Score,Login_Frequency,Time_Spent_Hours,Active_Days_Per_Week,Session_Duration_Avg,Videos_Watched,Video_Completion_%,Rewatch_Rate,Notes_Taken,Quizzes_Attempted,Quiz_Submission_Rate,Avg_Quiz_Score,Assignment_Submissions,On_Time_Submission_%,Doubts_Raised,Doubts_Resolved,Doubt_Response_Time,Peer_Discussion_Count,Hackathons_Attended,Workshops_Attended,Live_Sessions_Joined,Project_Demo_Events,Skills_Learned_Count,Domain_Transition,Project_Completion_Rate,Engagement_Score,Placement_Status,Job_Inquiries,Leads_Generated
ST_0108,BMSCE,2,CSE,8.29,Female,B.E,66.7,53,27,7.3,4,21.6,2,57.0,66,51.5,0.18,No,10,34.3,65.1,14,75.2,3,2,0.9,2,1,0,10,0,7,No,62.3,100.0,Not Placed,0,0
ST_0109,RVCE,1,ME,7.3,Female,M.Tech,75.0,60,20,7.7,5,10.9,1,66.0,53,68.8,0.23,Yes,18,66.8,40.1,10,33.5,5,2,1.4,6,3,4,0,1,10,No,70.0,100.0,Placed,5,3
ST_0110,BMSCE,2,CSE-AI,6.86,Male,M.Tech,83.4,66,14,8.5,4,11.7,2,42.0,55,73.9,0.34,Yes,1,90.8,46.9,2,85.1,2,1,5.6,19,1,5,9,1,9,No,83.0,100.0,Placed,2,3
ST_0111,BMSCE,2,ME,7.3,Female,M.Tech,79.4,63,17,5.0,5,2.5,7,28.0,37,66.1,0.26,Yes,5,73.0,27.2,3,65.9,2,1,4.2,19,1,6,19,3,5,Non-tech→Tech,61.3,100.0,Placed,5,1
ST_0112,RVCE,1,ISE,7.63,Male,B.E,94.8,75,5,8.5,4,21.5,4,62.0,34,52.2,0.22,Yes,0,0.0,39.8,13,72.9,6,3,2.1,13,3,4,10,2,1,No,89.5,100.0,Placed,1,3
ST_0113,BMSCE,2,ECE,7.24,Male,B.Tech,65.8,52,28,4.5,5,22.7,2,48.0,63,55.0,0.4,No,2,64.5,39.7,4,86.0,3,2,12.9,13,0,1,6,1,8,No,93.2,100.0,Placed,6,4
ST_0114,SJCE,3,Civil,7.23,Female,B.Tech,95.5,76,4,7.4,3,22.6,5,57.0,19,25.6,0.07,Yes,2,98.1,37.4,12,68.7,4,2,13.9,8,3,4,16,3,5,Tech→AI,62.4,100.0,Placed,3,2
ST_0115,MSRIT,1,Civil,6.64,Female,B.E,51.8,41,39,5.3,5,26.2,4,43.0,27,37.6,0.46,No,13,81.0,65.4,14,72.5,6,4,2.1,2,4,2,11,1,6,Non-tech→Tech,76.0,100.0,Placed,5,2
ST_0116,MSRIT,1,ISE,6.67,Male,B.Tech,61.8,49,31,5.3,5,18.0,7,71.0,49,96.1,0.2,Yes,19,67.5,30.2,11,61.8,3,1,1.0,8,0,1,3,1,7,Tech→AI,70.1,100.0,Not Placed,0,0
ST_0117,RVCE,1,ME,6.08,Male,B.E,37.5,30,50,4.3,3,25.9,3,13.0,66,57.8,0.28,Yes,4,96.6,67.4,7,68.3,2,1,1.0,3,0,5,11,0,10,Non-tech→Tech,73.4,100.0,Placed,4,3
ST_0118,PESCE,2,CSE,8.6,Male,B.E,55.3,44,36,7.3,3,13.6,2,51.0,75,93.1,0.38,Yes,16,58.6,80.1,12,65.3,7,4,4.0,16,0,6,2,1,7,No,69.4,100.0,Not Placed,0,0
ST_0119,RVCE,1,ME,6.2,Female,B.E,82.2,65,15,5.5,5,2.6,2,65.0,19,54.2,0.18,No,14,65.8,46.0,6,45.6,4,1,0.9,5,2,5,17,1,13,No,88.7,100.0,Not Placed,0,0
ST_0120,PESCE,2,ISE,6.65,Female,B.E,70.6,56,24,6.9,4,21.0,5,47.0,50,82.1,0.37,No,5,48.4,60.5,8,87.8,4,2,3.8,15,0,5,11,1,14,No,88.3,100.0,Not Placed,0,0
ST_0121,MSRIT,1,Civil,6.63,Female,B.E,83.6,66,14,6.6,3,2.4,7,50.0,68,55.0,0.24,No,13,79.2,56.0,10,86.1,5,4,3.7,17,2,0,18,1,12,No,86.0,100.0,Placed,1,3
ST_0122,RVCE,1,ME,7.92,Female,B.Tech,73.6,58,22,4.9,7,16.2,5,38.0,50,68.6,0.03,Yes,13,41.5,54.6,2,82.3,3,2,12.9,12,1,5,12,0,7,Tech→AI,53.6,100.0,Placed,6,2
ST_0123,NMIT,3,Civil,6.96,Female,B.E,46.5,37,43,3.4,5,21.7,6,45.0,60,77.6,0.05,Yes,16,90.2,16.0,13,75.6,5,3,2.1,6,3,3,15,1,1,Tech→AI,87.5,100.0,Not Placed,0,0
ST_0124,SJCE,3,CSE,8.2,Male,B.Tech,68.0,54,26,7.9,7,17.3,7,20.0,48,30.9,0.33,Yes,7,63.1,41.7,10,87.4,5,4,4.9,2,3,2,7,2,7,Non-tech→Tech,69.4,100.0,Placed,1,1
ST_0125,BMSCE,2,Civil,6.66,Female,B.E,89.6,71,9,8.9,4,30.9,1,34.0,79,79.5,0.11,Yes,7,49.1,88.3,9,33.2,9,7,8.2,5,4,0,5,0,11,Non-tech→Tech,95.0,100.0,Placed,6,4
ST_0126,PESCE,2,Civil,7.42,Male,B.E,74.0,59,21,8.1,4,1.2,1,33.0,33,54.0,0.23,No,18,47.8,67.8,0,87.2,1,0,5.4,2,0,1,9,1,3,Same,64.4,100.0,Placed,7,3
ST_0127,NMIT,3,ECE,6.53,Male,B.E,73.2,58,22,8.4,6,14.4,1,55.0,66,93.4,0.15,No,8,78.0,57.7,0,56.3,5,3,18.5,11,0,3,9,1,5,No,69.7,100.0,Placed,3,1
ST_0128,BMSCE,2,ECE,8.92,Male,B.Tech,78.3,62,18,5.5,5,15.1,5,36.0,56,97.6,0.4,No,10,46.1,25.6,11,85.1,3,2,5.5,4,0,0,5,3,10,No,88.0,100.0,Placed,5,2
ST_0129,BMSCE,2,CSE-AI,6.25,Female,B.E,43.0,34,46,4.0,5,5.6,1,37.0,58,52.7,0.42,Yes,12,88.9,72.7,9,67.3,3,2,13.9,16,1,2,7,0,5,Tech→AI,53.1,100.0,Not Placed,0,0
ST_0130,RVCE,1,ECE,7.45,Female,B.Tech,64.9,51,29,6.6,3,6.9,7,39.0,61,60.1,0.11,Yes,12,89.1,45.6,12,69.4,2,1,1.7,9,1,1,17,1,8,Tech→AI,80.5,100.0,Placed,4,4
ST_0131,BMSCE,2,Civil,7.71,Female,B.Tech,71.5,57,23,6.2,4,9.1,1,34.0,70,90.6,0.16,Yes,18,60.7,39.7,13,73.2,5,2,4.9,6,4,2,16,0,7,Tech→AI,86.2,100.0,Placed,1,3
ST_0132,SJCE,3,ISE,7.53,Male,B.Tech,62.0,49,31,5.4,2,7.3,3,49.0,26,79.8,0.2,Yes,18,70.1,41.5,0,58.2,2,1,4.7,3,3,2,9,1,7,Tech→AI,61.6,100.0,Placed,5,4
ST_0133,NMIT,3,Civil,7.05,Male,B.E,64.5,51,29,5.3,3,14.2,1,51.0,24,66.1,0.25,No,4,70.3,71.2,1,72.6,4,3,27.3,9,0,1,1,0,6,No,66.9,100.0,Placed,6,2
ST_0134,BMSCE,2,ISE,7.1,Male,B.E,87.0,69,11,7.6,1,10.8,2,57.0,37,66.7,0.02,No,15,88.1,60.7,1,83.3,5,2,1.4,6,2,5,11,1,7,Non-tech→Tech,92.7,100.0,Placed,7,2
ST_0135,RVCE,1,ISE,7.24,Male,B.Tech,46.4,37,43,5.1,1,17.2,6,55.0,76,20.4,0.31,Yes,8,75.6,77.6,6,49.4,3,2,0.9,10,0,4,19,2,14,No,67.8,100.0,Placed,5,2
ST_0136,SJCE,3,ECE,7.08,Male,B.E,91.3,73,7,6.1,7,19.5,5,53.0,29,27.1,0.03,Yes,19,33.5,82.3,8,93.6,4,1,5.7,7,0,2,9,0,7,Tech→AI,56.5,100.0,Placed,1,1
ST_0137,MSRIT,1,ME,7.97,Male,B.Tech,90.9,72,8,7.3,3,19.1,4,40.0,50,42.6,0.18,No,2,64.5,48.7,7,69.5,2,1,1.5,7,3,5,8,2,5,Same,66.2,100.0,Placed,1,2
ST_0138,NMIT,3,CSE,8.97,Female,B.E,88.0,70,10,7.5,5,12.1,6,39.0,77,56.4,0.2,No,18,85.0,61.2,14,64.2,10,3,6.1,4,5,6,15,1,5,No,59.9,100.0,Placed,2,1
ST_0139,BMSCE,2,ECE,6.75,Female,M.Tech,34.5,27,53,4.4,6,17.0,3,32.0,61,84.7,0.06,No,4,70.2,56.5,3,80.2,4,3,21.6,4,0,1,6,0,4,No,81.0,100.0,Placed,7,2
ST_0140,RVCE,1,ECE,6.1,Female,B.Tech,60.8,48,32,4.5,5,22.2,5,32.0,9,90.0,0.17,Yes,7,94.6,37.5,1,76.9,2,1,17.6,6,3,2,8,1,14,No,60.1,100.0,Placed,4,2
ST_0141,MSRIT,1,ME,7.13,Female,M.Tech,87.5,70,10,8.2,3,18.1,7,48.0,59,68.4,0.18,Yes,13,87.0,40.1,2,74.0,4,3,1.6,3,3,4,5,1,4,No,88.9,100.0,Placed,7,4
ST_0142,MSRIT,1,CSE,9.26,Male,B.E,86.0,68,12,5.3,5,28.0,5,34.0,65,66.1,0.45,No,2,50.4,59.0,9,84.7,3,2,1.1,1,0,6,9,0,5,Non-tech→Tech,79.9,100.0,Placed,1,3
ST_0143,PESCE,2,Civil,6.56,Male,B.Tech,80.6,64,16,6.3,5,21.9,2,67.0,12,52.7,0.43,No,12,83.3,61.0,4,69.9,3,2,4.9,18,0,1,6,2,10,Tech→AI,93.4,100.0,Placed,7,2
ST_0144,SJCE,3,CSE-AI,8.51,Female,B.E,65.6,52,28,7.1,5,27.0,7,44.0,20,30.3,0.06,Yes,10,74.6,61.0,8,50.9,1,0,5.3,1,2,7,17,2,9,Same,52.1,100.0,Not Placed,0,0
ST_0145,BMSCE,2,CSE-AI,8.54,Male,B.E,69.7,55,25,6.4,6,1.0,6,68.0,52,83.7,0.43,No,7,71.3,61.0,7,34.2,6,3,6.5,15,3,0,10,2,14,Non-tech→Tech,64.2,100.0,Placed,7,4
ST_0146,RVCE,1,Civil,6.76,Female,B.Tech,71.1,56,24,5.3,7,15.7,6,54.0,65,65.5,0.08,No,18,86.6,47.3,12,73.2,2,1,8.1,11,1,0,0,1,11,No,81.0,100.0,Not Placed,0,0
ST_0147,PESCE,2,ECE,7.66,Female,B.Tech,51.7,41,39,5.9,5,12.7,1,33.0,19,81.4,0.13,Yes,9,66.1,100.0,11,48.5,6,2,5.5,14,0,7,18,0,12,No,49.9,100.0,Placed,3,4
ST_0148,SJCE,3,CSE,8.5,Female,M.Tech,74.4,59,21,6.7,4,14.1,7,44.0,69,60.6,0.12,Yes,17,38.7,66.2,13,40.1,6,4,0.7,9,2,5,4,2,6,No,95.0,100.0,Placed,6,4
ST_0149,PESCE,2,ECE,6.9,Male,B.Tech,71.6,57,23,7.5,5,9.4,2,20.0,26,67.9,0.61,Yes,17,30.2,51.6,2,47.4,4,3,9.4,5,2,0,5,1,8,No,61.0,100.0,Placed,6,3
ST_0150,NMIT,3,ISE,7.04,Female,B.E,71.1,56,24,7.2,2,17.8,1,48.0,7,43.1,0.26,Yes,6,49.8,69.2,8,52.4,4,2,0.5,12,1,3,6,2,9,Tech→AI,67.6,100.0,Placed,3,1
ST_0151,SJCE,3,ECE,6.73,Female,B.E,93.3,74,6,8.0,6,2.3,1,35.0,58,68.7,0.25,No,15,45.1,46.7,9,61.5,3,1,0.5,5,0,7,3,2,12,No,68.5,100.0,Not Placed,0,0
ST_0152,SJCE,3,ECE,6.39,Female,B.Tech,70.4,56,24,6.2,2,17.8,5,28.0,18,86.8,0.29,Yes,5,72.7,62.5,2,85.5,6,3,8.8,1,3,2,15,2,14,Same,58.7,100.0,Placed,1,3
ST_0153,BMSCE,2,Civil,6.68,Male,B.E,71.1,56,24,4.8,4,9.6,6,68.0,40,49.6,0.18,No,15,77.2,69.2,9,56.1,4,3,4.8,13,2,2,9,1,4,Tech→AI,89.7,100.0,Placed,5,2
ST_0154,SJCE,3,Civil,6.22,Male,B.E,76.3,61,19,5.6,6,11.5,1,60.0,71,77.9,0.16,No,15,62.1,71.9,11,72.6,6,5,7.2,17,3,1,14,3,12,Tech→AI,82.4,100.0,Placed,5,2
ST_0155,PESCE,2,Civil,7.23,Female,B.E,61.7,49,31,5.4,5,18.1,3,60.0,14,51.6,0.07,Yes,0,0.0,39.4,13,90.7,6,3,2.9,5,4,3,12,1,13,Non-tech→Tech,66.3,100.0,Not Placed,0,0
ST_0156,SJCE,3,CSE-AI,6.58,Male,B.E,85.9,68,12,7.6,4,15.6,3,57.0,53,29.3,0.47,Yes,18,79.5,100.0,7,60.5,2,1,0.5,18,3,2,7,1,7,Tech→AI,73.3,100.0,Placed,4,3
ST_0157,BMSCE,2,ISE,7.39,Male,B.E,82.0,65,15,7.0,4,22.4,6,26.0,69,61.5,0.58,No,2,79.4,83.3,0,73.3,3,2,2.4,13,4,1,12,1,5,Non-tech→Tech,82.6,100.0,Placed,6,3
ST_0158,BMSCE,2,Civil,5.96,Male,B.E,90.2,72,8,6.6,6,8.2,3,39.0,61,81.9,0.2,No,5,85.7,98.6,3,71.7,7,5,5.6,12,4,4,6,0,4,Non-tech→Tech,86.2,100.0,Not Placed,0,0
ST_0159,NMIT,3,CSE,7.46,Male,B.E,78.0,62,18,4.7,4,14.4,5,40.0,31,93.3,0.35,No,3,61.9,57.4,3,82.5,3,1,1.5,7,2,2,16,1,12,No,69.2,100.0,Placed,3,2
ST_0160,PESCE,2,CSE-AI,7.87,Male,B.E,96.8,77,3,7.8,6,21.2,2,19.0,79,60.5,0.68,Yes,3,69.1,66.4,5,53.7,8,4,7.0,4,2,5,3,2,7,Same,40.0,100.0,Placed,6,3
ST_0161,MSRIT,1,ME,5.61,Male,M.Tech,95.4,76,4,6.9,2,17.5,4,37.0,9,74.1,0.15,Yes,3,67.2,62.7,11,82.0,1,0,9.5,12,2,2,6,0,3,No,71.6,100.0,Placed,2,1
ST_0162,MSRIT,1,CSE,7.5,Male,B.E,77.8,62,18,7.6,6,18.0,1,37.0,75,79.7,0.17,No,9,45.5,52.2,11,89.2,7,5,3.6,5,2,4,15,1,1,Non-tech→Tech,94.2,100.0,Not Placed,0,0
ST_0163,SJCE,3,CSE,8.18,Male,B.E,94.7,75,5,5.8,6,22.8,4,47.0,61,70.6,0.49,No,8,89.8,75.6,1,42.9,7,6,12.5,18,0,4,1,1,7,Non-tech→Tech,73.8,100.0,Placed,2,4
ST_0164,NMIT,3,Civil,6.23,Male,B.Tech,74.9,59,21,6.8,3,12.2,2,83.0,19,71.8,0.04,Yes,7,74.4,46.1,6,67.1,6,2,11.6,10,1,2,13,1,9,No,67.3,100.0,Not Placed,0,0
ST_0165,RVCE,1,ME,8.54,Male,B.E,59.7,47,33,7.3,4,10.7,2,45.0,34,76.6,0.28,No,18,60.5,74.6,4,62.3,0,0,12.6,15,0,4,13,1,2,No,68.1,100.0,Placed,5,1
ST_0166,SJCE,3,ME,7.54,Female,M.Tech,47.3,37,43,3.5,3,19.0,5,47.0,24,45.8,0.46,Yes,16,67.3,53.0,9,59.1,8,3,6.5,4,1,1,7,3,7,No,69.2,100.0,Not Placed,0,0
ST_0167,NMIT,3,CSE-AI,6.64,Female,B.Tech,85.7,68,12,7.0,5,14.0,3,41.0,41,91.6,0.09,No,16,55.7,69.2,5,70.6,4,3,2.2,11,0,2,5,0,10,Tech→AI,79.8,100.0,Placed,6,4
ST_0168,PESCE,2,ME,7.16,Male,B.E,81.7,65,15,5.3,5,22.9,3,56.0,7,73.4,0.24,No,0,0.0,88.3,10,77.7,2,1,3.9,16,4,2,6,2,2,Non-tech→Tech,81.2,100.0,Placed,3,2
ST_0169,PESCE,2,ISE,7.65,Female,B.E,90.0,72,8,7.9,5,17.6,2,29.0,77,94.9,0.5,Yes,19,76.6,59.6,13,44.6,3,2,7.4,1,1,0,6,2,13,Tech→AI,45.0,100.0,Placed,2,4
ST_0170,PESCE,2,Civil,7.26,Female,B.Tech,84.4,67,13,7.3,3,10.6,5,73.0,45,83.9,0.16,No,13,54.1,76.0,5,43.7,4,3,1.4,9,0,5,1,1,13,Tech→AI,61.3,100.0,Placed,6,3
ST_0171,PESCE,2,ME,7.63,Male,M.Tech,46.3,37,43,4.4,3,17.4,5,43.0,43,56.1,0.1,Yes,19,64.1,52.8,13,58.6,7,6,8.1,14,1,2,3,0,3,No,56.8,100.0,Placed,1,3
ST_0172,PESCE,2,CSE-AI,6.46,Male,B.E,59.5,47,33,5.7,1,8.7,6,39.0,30,89.9,0.26,Yes,10,58.7,40.7,13,81.7,5,1,4.8,18,0,6,12,1,13,Tech→AI,61.2,100.0,Not Placed,0,0
ST_0173,NMIT,3,ISE,7.34,Male,B.Tech,81.7,65,15,8.5,4,21.6,7,60.0,6,87.2,0.38,Yes,2,87.2,91.9,11,78.3,2,0,0.6,19,3,0,9,3,10,Tech→AI,91.4,100.0,Placed,1,2
ST_0174,NMIT,3,ECE,6.07,Female,B.E,97.2,77,3,6.6,5,5.2,1,32.0,27,43.0,0.32,Yes,7,84.0,75.5,13,82.2,8,6,4.9,16,1,4,8,1,14,Tech→AI,87.9,100.0,Not Placed,0,0
ST_0175,BMSCE,2,ECE,7.11,Female,M.Tech,97.3,77,3,5.9,6,23.6,7,56.0,27,44.2,0.32,Yes,9,50.9,59.6,10,69.5,5,2,0.5,18,1,5,14,1,12,Tech→AI,80.6,100.0,Placed,6,3
ST_0176,MSRIT,1,ISE,6.48,Male,B.E,80.3,64,16,8.3,5,17.2,3,66.0,20,29.5,0.7,No,16,95.4,74.5,5,64.9,3,1,0.5,18,3,5,11,3,10,Tech→AI,75.1,100.0,Placed,2,2
ST_0177,PESCE,2,CSE-AI,6.61,Male,M.Tech,70.8,56,24,6.6,4,13.8,2,41.0,13,70.1,0.14,No,7,58.5,43.7,9,52.4,2,1,13.2,12,1,4,9,2,3,No,47.1,100.0,Placed,3,2
ST_0178,RVCE,1,ISE,8.19,Male,B.Tech,52.4,41,39,6.7,7,20.3,6,76.0,17,51.7,0.21,Yes,0,0.0,70.0,11,80.2,5,3,4.0,12,3,1,18,1,12,Tech→AI,60.3,100.0,Placed,5,2
ST_0179,NMIT,3,Civil,8.07,Female,B.Tech,73.0,58,22,6.8,5,18.6,4,55.0,32,85.3,0.41,No,19,75.7,65.9,7,68.5,5,4,4.7,15,1,7,4,3,13,No,87.7,100.0,Not Placed,0,0
ST_0180,RVCE,1,Civil,7.69,Female,B.E,62.0,49,31,7.0,7,24.3,3,55.0,31,91.7,0.22,No,6,90.6,73.7,9,64.5,5,2,2.0,2,1,7,6,0,4,Tech→AI,62.6,100.0,Not Placed,0,0
ST_0181,RVCE,1,ECE,6.33,Female,B.E,94.5,75,5,7.4,5,24.2,1,65.0,55,60.5,0.41,No,8,71.8,91.6,3,39.6,6,3,4.7,3,1,0,19,2,6,No,42.8,100.0,Not Placed,0,0
ST_0182,RVCE,1,ME,6.95,Female,B.E,60.0,48,32,6.6,3,17.5,5,69.0,68,58.7,0.7,No,11,94.4,88.1,9,78.1,8,7,1.1,6,0,2,10,1,3,Same,63.9,100.0,Placed,1,1
ST_0183,BMSCE,2,CSE-AI,8.17,Male,B.E,66.3,53,27,7.6,2,8.9,2,49.0,56,56.6,0.17,Yes,8,91.8,37.0,7,66.1,8,7,8.2,2,0,0,15,1,13,Non-tech→Tech,57.1,100.0,Placed,2,3
ST_0184,NMIT,3,ECE,7.31,Male,B.E,92.6,74,6,7.8,5,11.2,3,57.0,42,86.1,0.27,Yes,19,89.7,26.1,8,69.9,4,2,10.4,8,0,4,12,1,9,Tech→AI,64.1,100.0,Placed,5,4
ST_0185,RVCE,1,ME,9.06,Male,B.Tech,45.7,36,44,3.5,2,14.5,4,66.0,69,83.0,0.35,No,2,53.7,66.4,12,32.4,3,2,11.6,7,3,4,3,0,2,Tech→AI,57.9,100.0,Placed,7,1
ST_0186,PESCE,2,ME,7.51,Male,B.E,83.1,66,14,6.1,4,22.6,1,28.0,22,65.5,0.17,Yes,3,76.4,65.0,12,41.4,3,2,0.7,17,2,6,15,1,7,Same,58.5,100.0,Not Placed,0,0
ST_0187,SJCE,3,Civil,7.35,Female,B.E,66.2,52,28,4.8,5,11.8,1,19.0,67,81.2,0.12,Yes,9,67.1,41.5,3,29.6,2,1,4.9,13,0,7,12,0,6,Tech→AI,68.9,100.0,Placed,4,1
ST_0188,RVCE,1,CSE,6.95,Female,M.Tech,81.2,64,16,5.9,5,12.4,6,44.0,55,93.0,0.36,Yes,3,69.0,44.7,0,62.5,3,2,9.9,19,0,1,0,0,14,No,72.0,100.0,Placed,3,3
ST_0189,BMSCE,2,CSE,7.31,Male,B.Tech,91.6,73,7,6.7,5,27.9,3,19.0,13,74.1,0.32,Yes,8,69.6,48.1,2,79.6,4,1,0.8,4,4,7,3,1,2,Same,85.1,100.0,Placed,7,1
ST_0190,NMIT,3,ISE,7.08,Male,M.Tech,66.3,53,27,6.2,3,14.3,4,40.0,17,81.6,0.26,Yes,0,0.0,86.0,0,61.9,4,2,0.6,2,0,5,14,2,11,Tech→AI,74.1,100.0,Placed,4,4
ST_0191,BMSCE,2,Civil,7.77,Female,M.Tech,61.5,49,31,6.0,4,10.6,1,50.0,44,84.1,0.28,Yes,4,53.9,53.5,6,60.3,3,1,10.2,9,1,5,15,0,3,Tech→AI,78.7,100.0,Placed,3,2
ST_0192,RVCE,1,ME,7.97,Male,B.E,45.0,36,44,4.4,5,20.4,2,41.0,59,94.3,0.09,Yes,8,59.5,34.9,11,49.0,6,5,9.6,10,1,4,3,1,6,Same,94.0,100.0,Not Placed,0,0
ST_0193,NMIT,3,CSE-AI,6.57,Female,B.E,85.5,68,12,7.6,7,14.6,1,43.0,47,77.3,0.53,No,4,81.3,60.8,0,51.6,4,1,3.6,16,2,0,16,2,10,No,84.0,100.0,Placed,5,4
ST_0194,SJCE,3,CSE,6.14,Male,B.Tech,57.2,45,35,3.8,5,5.3,4,30.0,48,68.6,0.18,No,5,88.8,62.0,10,70.2,4,2,0.7,7,0,5,10,0,4,No,72.8,100.0,Not Placed,0,0
ST_0195,RVCE,1,ME,5.73,Male,B.Tech,94.2,75,5,6.0,7,22.3,5,57.0,72,70.9,0.22,Yes,18,53.1,43.4,3,88.4,6,5,4.4,8,4,6,4,3,1,Tech→AI,82.4,100.0,Placed,5,1
ST_0196,BMSCE,2,CSE,7.61,Male,B.E,65.9,52,28,4.6,6,9.8,5,29.0,37,22.5,0.77,Yes,7,74.6,72.6,12,62.7,5,4,3.0,7,1,6,12,2,1,Tech→AI,76.1,100.0,Placed,4,3
ST_0197,MSRIT,1,CSE,6.32,Male,B.Tech,80.9,64,16,6.9,5,15.3,6,13.0,28,74.3,0.07,Yes,9,45.3,82.5,13,76.2,2,1,4.4,19,0,2,11,0,3,Non-tech→Tech,78.1,100.0,Placed,2,3
ST_0198,PESCE,2,CSE,5.48,Male,B.E,43.4,34,46,3.5,3,14.5,3,42.0,40,52.6,0.17,Yes,10,94.5,55.6,0,73.6,4,2,3.5,1,1,2,2,3,8,Tech→AI,69.1,100.0,Placed,7,3
ST_0199,BMSCE,2,CSE-AI,7.51,Male,B.E,73.4,58,22,5.5,5,16.6,4,59.0,14,85.8,0.08,Yes,12,71.4,34.9,12,72.6,5,3,5.0,3,1,0,3,1,11,Non-tech→Tech,57.4,100.0,Placed,5,2
ST_0200,NMIT,3,Civil,9.19,Male,B.E,85.3,68,12,6.7,5,1.0,6,46.0,24,83.6,0.31,Yes,19,66.0,57.1,12,38.9,4,2,7.8,15,0,7,9,0,4,Tech→AI,75.8,100.0,Placed,1,1
ST_0201,RVCE,1,CSE-AI,7.2,Female,B.E,66.3,53,27,7.2,5,12.7,7,28.0,79,78.5,0.27,No,3,69.7,67.4,1,56.1,3,2,8.9,8,4,7,8,1,11,Same,96.4,100.0,Placed,7,2
ST_0202,PESCE,2,ECE,7.87,Female,B.E,63.4,50,30,3.9,4,22.9,1,47.0,16,84.6,0.06,Yes,10,52.9,23.2,10,20.8,1,0,6.3,8,0,1,9,1,1,No,88.0,100.0,Not Placed,0,0
ST_0203,RVCE,1,ME,7.27,Female,B.E,67.7,54,26,6.7,5,23.9,7,52.0,66,62.7,0.39,Yes,11,58.8,70.7,14,42.5,4,1,1.3,4,3,2,12,1,8,Tech→AI,58.4,100.0,Placed,7,2
ST_0204,NMIT,3,Civil,7.12,Female,B.Tech,62.7,50,30,6.4,4,8.1,1,46.0,22,74.0,0.31,Yes,4,82.4,55.3,13,84.3,4,2,3.0,2,1,0,0,2,10,Tech→AI,53.0,100.0,Placed,7,1
ST_0205,RVCE,1,Civil,7.94,Female,B.E,77.1,61,19,7.8,5,21.4,5,41.0,67,25.0,0.2,No,9,53.4,62.8,0,47.6,4,2,0.5,13,0,0,11,0,6,Non-tech→Tech,53.1,100.0,Not Placed,0,0
ST_0206,MSRIT,1,Civil,6.97,Male,B.E,73.6,58,22,8.1,3,9.7,6,52.0,29,65.9,0.37,No,6,70.5,56.8,12,58.6,3,2,3.6,14,0,4,10,3,1,Non-tech→Tech,57.3,100.0,Not Placed,0,0
ST_0207,PESCE,2,Civil,7.41,Male,B.Tech,30.0,24,56,1.9,6,12.4,5,19.0,16,84.1,0.25,No,8,79.0,48.4,4,73.1,3,1,21.1,5,1,5,7,2,12,No,59.5,100.0,Placed,2,2
ST_0208,PESCE,2,CSE-AI,7.46,Female,M.Tech,82.6,66,14,5.6,3,12.7,2,32.0,25,95.1,0.31,No,8,89.0,60.0,6,90.3,2,1,6.2,15,2,4,13,2,10,Tech→AI,82.4,100.0,Placed,4,2
ST_0209,NMIT,3,Civil,6.67,Male,B.Tech,73.9,59,21,8.0,2,15.8,7,25.0,29,39.4,0.61,Yes,9,81.7,52.8,2,70.7,4,2,1.0,9,3,5,13,0,10,Non-tech→Tech,52.2,100.0,Placed,1,1
ST_0210,MSRIT,1,ISE,7.99,Female,B.Tech,79.4,63,17,6.6,4,22.0,7,65.0,15,72.7,0.42,Yes,9,68.5,55.6,13,50.7,4,3,1.9,13,2,1,19,1,6,Non-tech→Tech,34.5,100.0,Placed,7,1
ST_0211,BMSCE,2,ME,7.06,Female,B.Tech,67.8,54,26,6.3,5,16.9,5,56.0,68,95.3,0.47,No,1,84.9,46.2,7,41.3,5,3,0.5,11,1,1,16,2,1,Non-tech→Tech,61.7,100.0,Placed,5,3
ST_0212,RVCE,1,Civil,6.6,Male,B.E,85.8,68,12,7.8,4,14.1,2,48.0,77,73.7,0.7,Yes,3,96.3,71.7,13,44.2,4,3,1.2,8,0,1,18,2,10,Non-tech→Tech,71.4,100.0,Placed,3,2
ST_0213,SJCE,3,ME,7.63,Male,B.E,43.1,34,46,5.3,3,21.8,1,23.0,54,83.7,0.26,No,7,52.2,84.3,14,83.8,7,6,4.0,18,4,0,19,3,10,Tech→AI,76.6,100.0,Placed,7,2
ST_0214,RVCE,1,ISE,6.48,Male,B.E,92.5,74,6,9.3,5,9.4,6,56.0,66,65.0,0.35,No,13,81.0,46.3,4,68.8,3,2,2.5,11,4,0,16,3,3,Tech→AI,90.3,100.0,Placed,3,1
ST_0215,RVCE,1,ISE,7.22,Female,B.E,80.4,64,16,8.8,4,14.5,2,66.0,53,89.3,0.42,No,16,85.8,59.9,4,49.0,3,1,1.4,12,1,7,5,1,2,Non-tech→Tech,92.5,100.0,Not Placed,0,0
ST_0216,BMSCE,2,ME,7.19,Male,B.E,63.5,50,30,6.7,7,22.0,6,54.0,18,71.2,0.26,Yes,12,88.4,42.3,12,74.5,5,4,1.0,12,0,4,13,2,4,Tech→AI,60.9,100.0,Placed,7,2
